,Date,Bonds 10year
1326,1984-03-22,12.49
1327,1984-03-23,12.48
1329,1984-03-26,12.46
1330,1984-03-27,12.46
1331,1984-03-28,12.42
1332,1984-03-29,12.41
1333,1984-03-30,12.53
1335,1984-04-02,12.56
1336,1984-04-03,12.65
1337,1984-04-04,12.67
1338,1984-04-05,12.65
1339,1984-04-06,12.51
1341,1984-04-09,12.47
1342,1984-04-10,12.52
1343,1984-04-11,12.5
1344,1984-04-12,12.4
1345,1984-04-13,12.57
1347,1984-04-16,12.61
1348,1984-04-17,12.57
1349,1984-04-18,12.7
1350,1984-04-19,12.77
1353,1984-04-23,12.8
1354,1984-04-24,12.75
1355,1984-04-25,12.69
1356,1984-04-26,12.67
1357,1984-04-27,12.79
1359,1984-04-30,12.82
1360,1984-05-01,12.82
1361,1984-05-02,12.86
1362,1984-05-03,12.89
1363,1984-05-04,13.07
1365,1984-05-07,13.13
1366,1984-05-08,13.09
1367,1984-05-09,13.21
1368,1984-05-10,13.25
1369,1984-05-11,13.46
1371,1984-05-14,13.58
1372,1984-05-15,13.48
1373,1984-05-16,13.41
1374,1984-05-17,13.54
1375,1984-05-18,13.45
1377,1984-05-21,13.43
1378,1984-05-22,13.52
1379,1984-05-23,13.54
1380,1984-05-24,13.72
1381,1984-05-25,13.75
1384,1984-05-29,13.89
1385,1984-05-30,13.99
1386,1984-05-31,13.91
1387,1984-06-01,13.63
1389,1984-06-04,13.42
1390,1984-06-05,13.37
1391,1984-06-06,13.54
1392,1984-06-07,13.54
1393,1984-06-08,13.46
1395,1984-06-11,13.58
1396,1984-06-12,13.54
1397,1984-06-13,13.44
1398,1984-06-14,13.39
1399,1984-06-15,13.21
1401,1984-06-18,13.27
1402,1984-06-19,13.38
1403,1984-06-20,13.65
1404,1984-06-21,13.72
1405,1984-06-22,13.74
1407,1984-06-25,13.75
1408,1984-06-26,13.79
1409,1984-06-27,13.76
1410,1984-06-28,13.8
1411,1984-06-29,13.84
1413,1984-07-02,13.87
1414,1984-07-03,13.8
1416,1984-07-05,13.77
1417,1984-07-06,13.75
1419,1984-07-09,13.48
1420,1984-07-10,13.53
1421,1984-07-11,13.55
1422,1984-07-12,13.42
1423,1984-07-13,13.3
1425,1984-07-16,13.32
1426,1984-07-17,13.37
1427,1984-07-18,13.32
1428,1984-07-19,13.25
1429,1984-07-20,13.36
1431,1984-07-23,13.35
1432,1984-07-24,13.31
1433,1984-07-25,13.06
1434,1984-07-26,12.89
1435,1984-07-27,12.95
1437,1984-07-30,13.05
1438,1984-07-31,12.91
1439,1984-08-01,12.81
1440,1984-08-02,12.74
1441,1984-08-03,12.61
1443,1984-08-06,12.73
1444,1984-08-07,12.69
1445,1984-08-08,12.66
1446,1984-08-09,12.61
1447,1984-08-10,12.68
1449,1984-08-13,12.74
1450,1984-08-14,12.67
1451,1984-08-15,12.74
1452,1984-08-16,12.7
1453,1984-08-17,12.7
1455,1984-08-20,12.69
1456,1984-08-21,12.62
1457,1984-08-22,12.65
1458,1984-08-23,12.69
1459,1984-08-24,12.66
1461,1984-08-27,12.81
1462,1984-08-28,12.81
1463,1984-08-29,12.83
1464,1984-08-30,12.84
1465,1984-08-31,12.79
1468,1984-09-04,12.88
1469,1984-09-05,12.92
1470,1984-09-06,12.81
1471,1984-09-07,12.7
1473,1984-09-10,12.62
1474,1984-09-11,12.54
1475,1984-09-12,12.55
1476,1984-09-13,12.44
1477,1984-09-14,12.42
1479,1984-09-17,12.4
1480,1984-09-18,12.35
1481,1984-09-19,12.25
1482,1984-09-20,12.28
1483,1984-09-21,12.45
1485,1984-09-24,12.52
1486,1984-09-25,12.56
1487,1984-09-26,12.46
1488,1984-09-27,12.31
1489,1984-09-28,12.47
1491,1984-10-01,12.54
1492,1984-10-02,12.54
1493,1984-10-03,12.54
1494,1984-10-04,12.52
1495,1984-10-05,12.39
1498,1984-10-09,12.36
1499,1984-10-10,12.36
1500,1984-10-11,12.31
1501,1984-10-12,12.28
1503,1984-10-15,12.34
1504,1984-10-16,12.32
1505,1984-10-17,12.28
1506,1984-10-18,12.09
1507,1984-10-19,11.93
1509,1984-10-22,11.9
1510,1984-10-23,11.78
1511,1984-10-24,11.74
1512,1984-10-25,11.83
1513,1984-10-26,11.99
1515,1984-10-29,11.95
1516,1984-10-30,11.75
1517,1984-10-31,11.79
1518,1984-11-01,11.66
1519,1984-11-02,11.66
1521,1984-11-05,11.6
1523,1984-11-07,11.72
1524,1984-11-08,11.81
1525,1984-11-09,11.71
1528,1984-11-13,11.78
1529,1984-11-14,11.81
1530,1984-11-15,11.73
1531,1984-11-16,11.69
1533,1984-11-19,11.61
1534,1984-11-20,11.53
1535,1984-11-21,11.39
1537,1984-11-23,11.24
1539,1984-11-26,11.28
1540,1984-11-27,11.28
1541,1984-11-28,11.38
1542,1984-11-29,11.42
1543,1984-11-30,11.58
1545,1984-12-03,11.56
1546,1984-12-04,11.52
1547,1984-12-05,11.52
1548,1984-12-06,11.61
1549,1984-12-07,11.7
1551,1984-12-10,11.66
1552,1984-12-11,11.57
1553,1984-12-12,11.54
1554,1984-12-13,11.7
1555,1984-12-14,11.56
1557,1984-12-17,11.49
1558,1984-12-18,11.29
1559,1984-12-19,11.34
1560,1984-12-20,11.37
1561,1984-12-21,11.34
1563,1984-12-24,11.31
1565,1984-12-26,11.45
1566,1984-12-27,11.45
1567,1984-12-28,11.46
1569,1984-12-31,11.55
1571,1985-01-02,11.7
1572,1985-01-03,11.62
1573,1985-01-04,11.67
1575,1985-01-07,11.5
1576,1985-01-08,11.45
1577,1985-01-09,11.47
1578,1985-01-10,11.48
1579,1985-01-11,11.59
1581,1985-01-14,11.6
1582,1985-01-15,11.49
1583,1985-01-16,11.51
1584,1985-01-17,11.48
1585,1985-01-18,11.39
1588,1985-01-22,11.27
1589,1985-01-23,11.21
1590,1985-01-24,11.06
1591,1985-01-25,11.11
1593,1985-01-28,11.11
1594,1985-01-29,11.11
1595,1985-01-30,11.08
1596,1985-01-31,11.17
1597,1985-02-01,11.29
1599,1985-02-04,11.35
1600,1985-02-05,11.3
1601,1985-02-06,11.4
1602,1985-02-07,11.41
1603,1985-02-08,11.37
1605,1985-02-11,11.42
1607,1985-02-13,11.39
1608,1985-02-14,11.29
1609,1985-02-15,11.38
1612,1985-02-19,11.37
1613,1985-02-20,11.52
1614,1985-02-21,11.64
1615,1985-02-22,11.76
1617,1985-02-25,11.75
1618,1985-02-26,11.72
1619,1985-02-27,11.89
1620,1985-02-28,11.91
1621,1985-03-01,11.86
1623,1985-03-04,11.93
1624,1985-03-05,11.86
1625,1985-03-06,11.92
1626,1985-03-07,11.94
1627,1985-03-08,11.71
1629,1985-03-11,11.72
1630,1985-03-12,11.78
1631,1985-03-13,11.9
1632,1985-03-14,11.92
1633,1985-03-15,11.93
1635,1985-03-18,12.02
1636,1985-03-19,11.99
1637,1985-03-20,11.91
1638,1985-03-21,11.82
1639,1985-03-22,11.88
1641,1985-03-25,11.86
1642,1985-03-26,11.77
1643,1985-03-27,11.84
1644,1985-03-28,11.75
1645,1985-03-29,11.65
1647,1985-04-01,11.66
1648,1985-04-02,11.7
1649,1985-04-03,11.73
1650,1985-04-04,11.75
1653,1985-04-08,11.77
1654,1985-04-09,11.66
1655,1985-04-10,11.58
1656,1985-04-11,11.42
1657,1985-04-12,11.43
1659,1985-04-15,11.37
1660,1985-04-16,11.25
1661,1985-04-17,11.29
1662,1985-04-18,11.13
1663,1985-04-19,11.16
1665,1985-04-22,11.13
1666,1985-04-23,11.25
1667,1985-04-24,11.25
1668,1985-04-25,11.37
1669,1985-04-26,11.35
1671,1985-04-29,11.47
1672,1985-04-30,11.41
1673,1985-05-01,11.27
1674,1985-05-02,11.29
1675,1985-05-03,11.21
1677,1985-05-06,11.19
1678,1985-05-07,11.17
1679,1985-05-08,11.26
1680,1985-05-09,11.2
1681,1985-05-10,11.04
1683,1985-05-13,11.04
1684,1985-05-14,10.87
1685,1985-05-15,10.89
1686,1985-05-16,10.81
1687,1985-05-17,10.84
1689,1985-05-20,10.56
1690,1985-05-21,10.6
1691,1985-05-22,10.62
1692,1985-05-23,10.64
1693,1985-05-24,10.57
1696,1985-05-28,10.43
1697,1985-05-29,10.46
1698,1985-05-30,10.39
1699,1985-05-31,10.28
1701,1985-06-03,10.05
1702,1985-06-04,10.05
1703,1985-06-05,9.83
1704,1985-06-06,9.89
1705,1985-06-07,10.19
1707,1985-06-10,10.16
1708,1985-06-11,10.08
1709,1985-06-12,10.16
1710,1985-06-13,10.21
1711,1985-06-14,9.98
1713,1985-06-17,9.97
1714,1985-06-18,9.9
1715,1985-06-19,10.04
1716,1985-06-20,10.14
1717,1985-06-21,10.34
1719,1985-06-24,10.45
1720,1985-06-25,10.5
1721,1985-06-26,10.54
1722,1985-06-27,10.39
1723,1985-06-28,10.25
1725,1985-07-01,10.19
1726,1985-07-02,10.2
1727,1985-07-03,10.23
1729,1985-07-05,9.93
1731,1985-07-08,10.05
1732,1985-07-09,10.05
1733,1985-07-10,10.07
1734,1985-07-11,10.22
1735,1985-07-12,10.23
1737,1985-07-15,10.22
1738,1985-07-16,10.15
1739,1985-07-17,10.12
1740,1985-07-18,10.3
1741,1985-07-19,10.34
1743,1985-07-22,10.46
1744,1985-07-23,10.47
1745,1985-07-24,10.51
1746,1985-07-25,10.52
1747,1985-07-26,10.59
1749,1985-07-29,10.67
1750,1985-07-30,10.66
1751,1985-07-31,10.57
1752,1985-08-01,10.51
1753,1985-08-02,10.66
1755,1985-08-05,10.64
1756,1985-08-06,10.65
1757,1985-08-07,10.55
1758,1985-08-08,10.43
1759,1985-08-09,10.37
1761,1985-08-12,10.38
1762,1985-08-13,10.46
1763,1985-08-14,10.38
1764,1985-08-15,10.36
1765,1985-08-16,10.26
1767,1985-08-19,10.23
1768,1985-08-20,10.2
1769,1985-08-21,10.12
1770,1985-08-22,10.1
1771,1985-08-23,10.14
1773,1985-08-26,10.18
1774,1985-08-27,10.12
1775,1985-08-28,10.16
1776,1985-08-29,10.12
1777,1985-08-30,10.28
1780,1985-09-03,10.24
1781,1985-09-04,10.16
1782,1985-09-05,10.27
1783,1985-09-06,10.5
1785,1985-09-09,10.49
1786,1985-09-10,10.48
1787,1985-09-11,10.51
1788,1985-09-12,10.52
1789,1985-09-13,10.4
1791,1985-09-16,10.37
1792,1985-09-17,10.41
1793,1985-09-18,10.43
1794,1985-09-19,10.43
1795,1985-09-20,10.36
1797,1985-09-23,10.39
1798,1985-09-24,10.33
1799,1985-09-25,10.27
1800,1985-09-26,10.22
1803,1985-09-30,10.31
1804,1985-10-01,10.29
1805,1985-10-02,10.3
1806,1985-10-03,10.32
1807,1985-10-04,10.36
1809,1985-10-07,10.42
1810,1985-10-08,10.36
1811,1985-10-09,10.37
1812,1985-10-10,10.35
1813,1985-10-11,10.34
1816,1985-10-15,10.3
1817,1985-10-16,10.25
1818,1985-10-17,10.21
1819,1985-10-18,10.17
1821,1985-10-21,10.18
1822,1985-10-22,10.12
1823,1985-10-23,10.14
1824,1985-10-24,10.15
1825,1985-10-25,10.21
1827,1985-10-28,10.28
1828,1985-10-29,10.11
1829,1985-10-30,9.97
1830,1985-10-31,10.01
1831,1985-11-01,9.98
1833,1985-11-04,9.98
1834,1985-11-05,9.93
1835,1985-11-06,9.93
1836,1985-11-07,9.91
1837,1985-11-08,9.84
1840,1985-11-12,9.74
1841,1985-11-13,9.78
1842,1985-11-14,9.84
1843,1985-11-15,9.92
1845,1985-11-18,9.72
1846,1985-11-19,9.73
1847,1985-11-20,9.72
1848,1985-11-21,9.58
1849,1985-11-22,9.66
1851,1985-11-25,9.68
1852,1985-11-26,9.68
1853,1985-11-27,9.64
1855,1985-11-29,9.59
1857,1985-12-02,9.69
1858,1985-12-03,9.68
1859,1985-12-04,9.63
1860,1985-12-05,9.62
1861,1985-12-06,9.65
1863,1985-12-09,9.49
1864,1985-12-10,9.36
1865,1985-12-11,9.2
1866,1985-12-12,9.27
1867,1985-12-13,9.21
1869,1985-12-16,9.16
1870,1985-12-17,9.04
1871,1985-12-18,9.11
1872,1985-12-19,9.1
1873,1985-12-20,9.04
1875,1985-12-23,9.08
1876,1985-12-24,9.07
1878,1985-12-26,9.04
1879,1985-12-27,8.99
1881,1985-12-30,9.01
1882,1985-12-31,9.0
1884,1986-01-02,9.04
1885,1986-01-03,9.05
1887,1986-01-06,9.07
1888,1986-01-07,8.94
1889,1986-01-08,9.13
1890,1986-01-09,9.27
1891,1986-01-10,9.39
1893,1986-01-13,9.49
1894,1986-01-14,9.43
1895,1986-01-15,9.31
1896,1986-01-16,9.3
1897,1986-01-17,9.24
1900,1986-01-21,9.22
1901,1986-01-22,9.28
1902,1986-01-23,9.23
1903,1986-01-24,9.23
1905,1986-01-27,9.13
1906,1986-01-28,9.05
1907,1986-01-29,9.09
1908,1986-01-30,9.1
1909,1986-01-31,9.08
1911,1986-02-03,9.02
1912,1986-02-04,8.96
1913,1986-02-05,8.97
1914,1986-02-06,9.03
1915,1986-02-07,9.11
1917,1986-02-10,9.0
1918,1986-02-11,8.93
1919,1986-02-12,8.91
1920,1986-02-13,8.85
1921,1986-02-14,8.68
1924,1986-02-18,8.64
1925,1986-02-19,8.7
1926,1986-02-20,8.67
1927,1986-02-21,8.48
1929,1986-02-24,8.39
1930,1986-02-25,8.4
1931,1986-02-26,8.36
1932,1986-02-27,8.15
1933,1986-02-28,8.13
1935,1986-03-03,7.99
1936,1986-03-04,7.93
1937,1986-03-05,8.12
1938,1986-03-06,8.04
1939,1986-03-07,7.96
1941,1986-03-10,7.76
1942,1986-03-11,7.7
1943,1986-03-12,7.68
1944,1986-03-13,7.75
1945,1986-03-14,7.72
1947,1986-03-17,7.77
1948,1986-03-18,7.83
1949,1986-03-19,7.82
1950,1986-03-20,7.78
1951,1986-03-21,7.8
1953,1986-03-24,7.7
1954,1986-03-25,7.7
1955,1986-03-26,7.64
1956,1986-03-27,7.49
1959,1986-03-31,7.39
1960,1986-04-01,7.37
1961,1986-04-02,7.33
1962,1986-04-03,7.41
1963,1986-04-04,7.45
1965,1986-04-07,7.43
1966,1986-04-08,7.31
1967,1986-04-09,7.27
1968,1986-04-10,7.23
1969,1986-04-11,7.29
1971,1986-04-14,7.19
1972,1986-04-15,7.22
1973,1986-04-16,6.98
1974,1986-04-17,7.03
1975,1986-04-18,7.09
1977,1986-04-21,7.04
1978,1986-04-22,7.25
1979,1986-04-23,7.36
1980,1986-04-24,7.51
1981,1986-04-25,7.58
1983,1986-04-28,7.48
1984,1986-04-29,7.38
1985,1986-04-30,7.38
1986,1986-05-01,7.45
1987,1986-05-02,7.51
1989,1986-05-05,7.45
1990,1986-05-06,7.46
1991,1986-05-07,7.43
1992,1986-05-08,7.4
1993,1986-05-09,7.48
1995,1986-05-12,7.67
1996,1986-05-13,7.63
1997,1986-05-14,7.66
1998,1986-05-15,7.79
1999,1986-05-16,7.99
2001,1986-05-19,7.98
2002,1986-05-20,7.88
2003,1986-05-21,7.9
2004,1986-05-22,7.88
2005,1986-05-23,7.84
2008,1986-05-27,7.73
2009,1986-05-28,7.73
2010,1986-05-29,7.99
2011,1986-05-30,8.05
2013,1986-06-02,8.32
2014,1986-06-03,8.19
2015,1986-06-04,8.39
2016,1986-06-05,8.31
2017,1986-06-06,7.95
2019,1986-06-09,8.13
2020,1986-06-10,8.07
2021,1986-06-11,8.01
2022,1986-06-12,7.98
2023,1986-06-13,7.73
2025,1986-06-16,7.63
2026,1986-06-17,7.63
2027,1986-06-18,7.57
2028,1986-06-19,7.69
2029,1986-06-20,7.6
2031,1986-06-23,7.55
2032,1986-06-24,7.47
2033,1986-06-25,7.42
2034,1986-06-26,7.42
2035,1986-06-27,7.38
2037,1986-06-30,7.35
2038,1986-07-01,7.37
2039,1986-07-02,7.37
2040,1986-07-03,7.31
2043,1986-07-07,7.31
2044,1986-07-08,7.44
2045,1986-07-09,7.31
2046,1986-07-10,7.31
2047,1986-07-11,7.3
2049,1986-07-14,7.25
2050,1986-07-15,7.16
2051,1986-07-16,7.2
2052,1986-07-17,7.18
2053,1986-07-18,7.16
2055,1986-07-21,7.14
2056,1986-07-22,7.2
2057,1986-07-23,7.29
2058,1986-07-24,7.35
2059,1986-07-25,7.33
2061,1986-07-28,7.53
2062,1986-07-29,7.41
2063,1986-07-30,7.41
2064,1986-07-31,7.34
2065,1986-08-01,7.34
2067,1986-08-04,7.33
2068,1986-08-05,7.39
2069,1986-08-06,7.47
2070,1986-08-07,7.45
2071,1986-08-08,7.3
2073,1986-08-11,7.25
2074,1986-08-12,7.23
2075,1986-08-13,7.15
2076,1986-08-14,7.16
2077,1986-08-15,7.14
2079,1986-08-18,7.14
2080,1986-08-19,7.02
2081,1986-08-20,7.0
2082,1986-08-21,6.96
2083,1986-08-22,7.07
2085,1986-08-25,7.06
2086,1986-08-26,6.97
2087,1986-08-27,7.06
2088,1986-08-28,7.04
2089,1986-08-29,6.95
2092,1986-09-02,7.03
2093,1986-09-03,7.2
2094,1986-09-04,7.15
2095,1986-09-05,7.32
2097,1986-09-08,7.38
2098,1986-09-09,7.35
2099,1986-09-10,7.35
2100,1986-09-11,7.57
2101,1986-09-12,7.63
2103,1986-09-15,7.53
2104,1986-09-16,7.53
2105,1986-09-17,7.46
2106,1986-09-18,7.62
2107,1986-09-19,7.67
2109,1986-09-22,7.62
2110,1986-09-23,7.58
2111,1986-09-24,7.48
2112,1986-09-25,7.47
2113,1986-09-26,7.47
2115,1986-09-29,7.54
2116,1986-09-30,7.45
2117,1986-10-01,7.41
2118,1986-10-02,7.45
2119,1986-10-03,7.31
2121,1986-10-06,7.28
2122,1986-10-07,7.28
2123,1986-10-08,7.31
2124,1986-10-09,7.33
2125,1986-10-10,7.36
2128,1986-10-14,7.49
2129,1986-10-15,7.51
2130,1986-10-16,7.53
2131,1986-10-17,7.57
2133,1986-10-20,7.66
2134,1986-10-21,7.57
2135,1986-10-22,7.49
2136,1986-10-23,7.43
2137,1986-10-24,7.47
2139,1986-10-27,7.42
2140,1986-10-28,7.45
2141,1986-10-29,7.41
2142,1986-10-30,7.31
2143,1986-10-31,7.34
2145,1986-11-03,7.29
2146,1986-11-04,7.31
2147,1986-11-05,7.24
2148,1986-11-06,7.32
2149,1986-11-07,7.4
2151,1986-11-10,7.38
2153,1986-11-12,7.35
2154,1986-11-13,7.33
2155,1986-11-14,7.29
2157,1986-11-17,7.22
2158,1986-11-18,7.27
2159,1986-11-19,7.19
2160,1986-11-20,7.19
2161,1986-11-21,7.17
2163,1986-11-24,7.11
2164,1986-11-25,7.15
2165,1986-11-26,7.15
2167,1986-11-28,7.15
2169,1986-12-01,7.18
2170,1986-12-02,7.08
2171,1986-12-03,7.06
2172,1986-12-04,7.01
2173,1986-12-05,7.12
2175,1986-12-08,7.1
2176,1986-12-09,7.07
2177,1986-12-10,7.05
2178,1986-12-11,7.12
2179,1986-12-12,7.13
2181,1986-12-15,7.15
2182,1986-12-16,7.12
2183,1986-12-17,7.12
2184,1986-12-18,7.11
2185,1986-12-19,7.1
2187,1986-12-22,7.1
2188,1986-12-23,7.08
2189,1986-12-24,7.07
2191,1986-12-26,7.08
2193,1986-12-29,7.17
2194,1986-12-30,7.23
2195,1986-12-31,7.23
2197,1987-01-02,7.18
2199,1987-01-05,7.08
2200,1987-01-06,7.08
2201,1987-01-07,7.05
2202,1987-01-08,7.04
2203,1987-01-09,7.01
2205,1987-01-12,7.05
2206,1987-01-13,7.1
2207,1987-01-14,7.11
2208,1987-01-15,7.08
2209,1987-01-16,7.03
2212,1987-01-20,7.01
2213,1987-01-21,7.01
2214,1987-01-22,7.03
2215,1987-01-23,7.06
2217,1987-01-26,7.17
2218,1987-01-27,7.16
2219,1987-01-28,7.13
2220,1987-01-29,7.13
2221,1987-01-30,7.18
2223,1987-02-02,7.23
2224,1987-02-03,7.25
2225,1987-02-04,7.23
2226,1987-02-05,7.2
2227,1987-02-06,7.19
2229,1987-02-09,7.25
2230,1987-02-10,7.33
2231,1987-02-11,7.37
2232,1987-02-12,7.31
2233,1987-02-13,7.28
2236,1987-02-17,7.33
2237,1987-02-18,7.3
2238,1987-02-19,7.23
2239,1987-02-20,7.24
2241,1987-02-23,7.23
2242,1987-02-24,7.18
2243,1987-02-25,7.21
2244,1987-02-26,7.21
2245,1987-02-27,7.19
2247,1987-03-02,7.17
2248,1987-03-03,7.21
2249,1987-03-04,7.14
2250,1987-03-05,7.16
2251,1987-03-06,7.23
2253,1987-03-09,7.23
2254,1987-03-10,7.23
2255,1987-03-11,7.23
2256,1987-03-12,7.22
2257,1987-03-13,7.19
2259,1987-03-16,7.22
2260,1987-03-17,7.2
2261,1987-03-18,7.21
2262,1987-03-19,7.21
2263,1987-03-20,7.22
2265,1987-03-23,7.25
2266,1987-03-24,7.27
2267,1987-03-25,7.26
2268,1987-03-26,7.24
2269,1987-03-27,7.33
2271,1987-03-30,7.54
2272,1987-03-31,7.51
2273,1987-04-01,7.59
2274,1987-04-02,7.59
2275,1987-04-03,7.59
2277,1987-04-06,7.54
2278,1987-04-07,7.62
2279,1987-04-08,7.61
2280,1987-04-09,7.78
2281,1987-04-10,7.98
2283,1987-04-13,8.07
2284,1987-04-14,8.28
2285,1987-04-15,8.1
2286,1987-04-16,8.03
2289,1987-04-20,8.2
2290,1987-04-21,8.19
2291,1987-04-22,8.24
2292,1987-04-23,8.39
2293,1987-04-24,8.47
2295,1987-04-27,8.37
2296,1987-04-28,8.28
2297,1987-04-29,8.35
2298,1987-04-30,8.21
2299,1987-05-01,8.39
2301,1987-05-04,8.52
2302,1987-05-05,8.45
2303,1987-05-06,8.54
2304,1987-05-07,8.5
2305,1987-05-08,8.43
2307,1987-05-11,8.57
2308,1987-05-12,8.55
2309,1987-05-13,8.55
2310,1987-05-14,8.57
2311,1987-05-15,8.8
2313,1987-05-18,8.73
2314,1987-05-19,8.89
2315,1987-05-20,8.92
2316,1987-05-21,8.87
2317,1987-05-22,8.78
2320,1987-05-26,8.55
2321,1987-05-27,8.6
2322,1987-05-28,8.56
2323,1987-05-29,8.49
2325,1987-06-01,8.45
2326,1987-06-02,8.72
2327,1987-06-03,8.64
2328,1987-06-04,8.58
2329,1987-06-05,8.5
2331,1987-06-08,8.53
2332,1987-06-09,8.56
2333,1987-06-10,8.56
2334,1987-06-11,8.52
2335,1987-06-12,8.32
2337,1987-06-15,8.28
2338,1987-06-16,8.28
2339,1987-06-17,8.23
2340,1987-06-18,8.27
2341,1987-06-19,8.3
2343,1987-06-22,8.23
2344,1987-06-23,8.23
2345,1987-06-24,8.31
2346,1987-06-25,8.25
2347,1987-06-26,8.37
2349,1987-06-29,8.34
2350,1987-06-30,8.38
2351,1987-07-01,8.36
2352,1987-07-02,8.3
2355,1987-07-06,8.29
2356,1987-07-07,8.28
2357,1987-07-08,8.32
2358,1987-07-09,8.37
2359,1987-07-10,8.32
2361,1987-07-13,8.38
2362,1987-07-14,8.33
2363,1987-07-15,8.43
2364,1987-07-16,8.41
2365,1987-07-17,8.36
2367,1987-07-20,8.41
2368,1987-07-21,8.49
2369,1987-07-22,8.54
2370,1987-07-23,8.56
2371,1987-07-24,8.58
2373,1987-07-27,8.6
2374,1987-07-28,8.62
2375,1987-07-29,8.61
2376,1987-07-30,8.61
2377,1987-07-31,8.66
2379,1987-08-03,8.81
2380,1987-08-04,8.81
2381,1987-08-05,8.71
2382,1987-08-06,8.73
2383,1987-08-07,8.7
2385,1987-08-10,8.74
2386,1987-08-11,8.73
2387,1987-08-12,8.72
2388,1987-08-13,8.63
2389,1987-08-14,8.58
2391,1987-08-17,8.56
2392,1987-08-18,8.73
2393,1987-08-19,8.77
2394,1987-08-20,8.74
2395,1987-08-21,8.77
2397,1987-08-24,8.78
2398,1987-08-25,8.73
2399,1987-08-26,8.79
2400,1987-08-27,8.92
2401,1987-08-28,9.02
2403,1987-08-31,9.0
2404,1987-09-01,9.05
2405,1987-09-02,9.28
2406,1987-09-03,9.29
2407,1987-09-04,9.3
2410,1987-09-08,9.5
2411,1987-09-09,9.48
2412,1987-09-10,9.42
2413,1987-09-11,9.33
2415,1987-09-14,9.34
2416,1987-09-15,9.44
2417,1987-09-16,9.52
2418,1987-09-17,9.48
2419,1987-09-18,9.38
2421,1987-09-21,9.45
2422,1987-09-22,9.37
2423,1987-09-23,9.4
2424,1987-09-24,9.51
2425,1987-09-25,9.53
2427,1987-09-28,9.52
2428,1987-09-29,9.64
2429,1987-09-30,9.63
2430,1987-10-01,9.66
2431,1987-10-02,9.6
2433,1987-10-05,9.69
2434,1987-10-06,9.72
2435,1987-10-07,9.71
2436,1987-10-08,9.86
2437,1987-10-09,9.94
2440,1987-10-13,9.9
2441,1987-10-14,10.13
2442,1987-10-15,10.18
2443,1987-10-16,10.23
2445,1987-10-19,10.15
2446,1987-10-20,9.4
2447,1987-10-21,9.3
2448,1987-10-22,8.97
2449,1987-10-23,8.98
2451,1987-10-26,8.8
2452,1987-10-27,8.92
2453,1987-10-28,9.01
2454,1987-10-29,8.89
2455,1987-10-30,8.88
2457,1987-11-02,8.98
2458,1987-11-03,8.91
2459,1987-11-04,8.85
2460,1987-11-05,8.72
2461,1987-11-06,8.76
2463,1987-11-09,8.78
2464,1987-11-10,8.79
2466,1987-11-12,8.8
2467,1987-11-13,8.84
2469,1987-11-16,8.82
2470,1987-11-17,8.86
2471,1987-11-18,8.85
2472,1987-11-19,8.83
2473,1987-11-20,8.79
2475,1987-11-23,8.8
2476,1987-11-24,8.89
2477,1987-11-25,8.98
2479,1987-11-27,9.11
2481,1987-11-30,8.99
2482,1987-12-01,9.01
2483,1987-12-02,9.01
2484,1987-12-03,8.94
2485,1987-12-04,8.94
2487,1987-12-07,9.07
2488,1987-12-08,9.09
2489,1987-12-09,9.05
2490,1987-12-10,9.23
2491,1987-12-11,9.28
2493,1987-12-14,9.23
2494,1987-12-15,9.09
2495,1987-12-16,9.0
2496,1987-12-17,9.03
2497,1987-12-18,8.89
2499,1987-12-21,8.88
2500,1987-12-22,8.95
2501,1987-12-23,8.83
2502,1987-12-24,8.82
2505,1987-12-28,8.93
2506,1987-12-29,8.85
2507,1987-12-30,8.78
2508,1987-12-31,8.83
2511,1988-01-04,8.83
2512,1988-01-05,8.76
2513,1988-01-06,8.82
2514,1988-01-07,8.83
2515,1988-01-08,8.97
2517,1988-01-11,8.94
2518,1988-01-12,8.93
2519,1988-01-13,8.87
2520,1988-01-14,8.86
2521,1988-01-15,8.6
2524,1988-01-19,8.65
2525,1988-01-20,8.61
2526,1988-01-21,8.53
2527,1988-01-22,8.49
2529,1988-01-25,8.45
2530,1988-01-26,8.54
2531,1988-01-27,8.38
2532,1988-01-28,8.33
2533,1988-01-29,8.26
2535,1988-02-01,8.26
2536,1988-02-02,8.18
2537,1988-02-03,8.21
2538,1988-02-04,8.24
2539,1988-02-05,8.12
2541,1988-02-08,8.19
2542,1988-02-09,8.16
2543,1988-02-10,8.11
2544,1988-02-11,8.16
2545,1988-02-12,8.28
2548,1988-02-16,8.31
2549,1988-02-17,8.32
2550,1988-02-18,8.28
2551,1988-02-19,8.26
2553,1988-02-22,8.24
2554,1988-02-23,8.17
2555,1988-02-24,8.18
2556,1988-02-25,8.23
2557,1988-02-26,8.18
2559,1988-02-29,8.16
2560,1988-03-01,8.15
2561,1988-03-02,8.13
2562,1988-03-03,8.12
2563,1988-03-04,8.28
2565,1988-03-07,8.3
2566,1988-03-08,8.33
2567,1988-03-09,8.32
2568,1988-03-10,8.35
2569,1988-03-11,8.29
2571,1988-03-14,8.29
2572,1988-03-15,8.3
2573,1988-03-16,8.36
2574,1988-03-17,8.3
2575,1988-03-18,8.41
2577,1988-03-21,8.47
2578,1988-03-22,8.46
2579,1988-03-23,8.47
2580,1988-03-24,8.51
