,Date,Bonds 10year
6567,2000-12-18,5.156
6568,2000-12-19,5.184
6569,2000-12-20,5.075
6570,2000-12-21,5.023
6571,2000-12-22,5.002
6574,2000-12-26,5.022
6575,2000-12-27,5.086
6576,2000-12-28,5.114
6577,2000-12-29,5.11
6580,2001-01-02,4.917
6581,2001-01-03,5.097
6582,2001-01-04,5.013
6583,2001-01-05,4.948
6585,2001-01-08,4.897
6586,2001-01-09,4.964
6587,2001-01-10,5.084
6588,2001-01-11,5.116
6589,2001-01-12,5.23
6592,2001-01-16,5.234
6593,2001-01-17,5.156
6594,2001-01-18,5.095
6595,2001-01-19,5.174
6597,2001-01-22,5.221
6598,2001-01-23,5.274
6599,2001-01-24,5.303
6600,2001-01-25,5.27
6601,2001-01-26,5.253
6603,2001-01-29,5.295
6604,2001-01-30,5.212
6605,2001-01-31,5.179
6606,2001-02-01,5.061
6607,2001-02-02,5.138
6609,2001-02-05,5.146
6610,2001-02-06,5.195
6611,2001-02-07,5.179
6612,2001-02-08,5.099
6613,2001-02-09,5.016
6615,2001-02-12,5.048
6616,2001-02-13,5.068
6617,2001-02-14,5.105
6618,2001-02-15,5.178
6619,2001-02-16,5.093
6622,2001-02-20,5.097
6623,2001-02-21,5.129
6624,2001-02-22,5.154
6625,2001-02-23,5.08
6627,2001-02-26,5.036
6628,2001-02-27,4.956
6629,2001-02-28,4.908
6630,2001-03-01,4.856
6631,2001-03-02,4.943
6633,2001-03-05,4.963
6634,2001-03-06,4.971
6635,2001-03-07,4.919
6636,2001-03-08,4.887
6637,2001-03-09,4.931
6639,2001-03-12,4.919
6640,2001-03-13,4.931
6641,2001-03-14,4.851
6642,2001-03-15,4.804
6643,2001-03-16,4.752
6645,2001-03-19,4.815
6646,2001-03-20,4.791
6647,2001-03-21,4.768
6648,2001-03-22,4.708
6649,2001-03-23,4.799
6651,2001-03-26,4.847
6652,2001-03-27,4.983
6653,2001-03-28,4.971
6654,2001-03-29,4.963
6655,2001-03-30,4.915
6657,2001-04-02,4.971
6658,2001-04-03,4.935
6659,2001-04-04,4.923
6660,2001-04-05,4.963
6661,2001-04-06,4.874
6663,2001-04-09,4.906
6664,2001-04-10,5.068
6665,2001-04-11,5.109
6666,2001-04-12,5.146
6669,2001-04-16,5.275
6670,2001-04-17,5.188
6671,2001-04-18,5.118
6672,2001-04-19,5.233
6673,2001-04-20,5.263
6675,2001-04-23,5.188
6676,2001-04-24,5.188
6677,2001-04-25,5.254
6678,2001-04-26,5.192
6679,2001-04-27,5.313
6681,2001-04-30,5.338
6682,2001-05-01,5.288
6683,2001-05-02,5.284
6684,2001-05-03,5.201
6685,2001-05-04,5.184
6687,2001-05-07,5.205
6688,2001-05-08,5.217
6689,2001-05-09,5.168
6690,2001-05-10,5.272
6691,2001-05-11,5.484
6693,2001-05-14,5.416
6694,2001-05-15,5.48
6695,2001-05-16,5.467
6696,2001-05-17,5.467
6697,2001-05-18,5.391
6699,2001-05-21,5.386
6700,2001-05-22,5.399
6701,2001-05-23,5.391
6702,2001-05-24,5.489
6703,2001-05-25,5.485
6706,2001-05-29,5.507
6707,2001-05-30,5.503
6708,2001-05-31,5.413
6709,2001-06-01,5.354
6711,2001-06-04,5.324
6712,2001-06-05,5.261
6713,2001-06-06,5.265
6714,2001-06-07,5.295
6715,2001-06-08,5.333
6717,2001-06-11,5.287
6718,2001-06-12,5.24
6719,2001-06-13,5.257
6720,2001-06-14,5.215
6721,2001-06-15,5.228
6723,2001-06-18,5.241
6724,2001-06-19,5.228
6725,2001-06-20,5.199
6726,2001-06-21,5.178
6727,2001-06-22,5.124
6729,2001-06-25,5.132
6730,2001-06-26,5.224
6731,2001-06-27,5.233
6732,2001-06-28,5.326
6733,2001-06-29,5.39
6735,2001-07-02,5.331
6736,2001-07-03,5.378
6738,2001-07-05,5.412
6739,2001-07-06,5.374
6741,2001-07-09,5.34
6742,2001-07-10,5.272
6743,2001-07-11,5.285
6744,2001-07-12,5.23
6745,2001-07-13,5.234
6747,2001-07-16,5.175
6748,2001-07-17,5.179
6749,2001-07-18,5.087
6750,2001-07-19,5.104
6751,2001-07-20,5.112
6753,2001-07-23,5.108
6754,2001-07-24,5.087
6755,2001-07-25,5.108
6756,2001-07-26,5.15
6757,2001-07-27,5.096
6759,2001-07-30,5.096
6760,2001-07-31,5.037
6761,2001-08-01,5.066
6762,2001-08-02,5.125
6763,2001-08-03,5.159
6765,2001-08-06,5.176
6766,2001-08-07,5.172
6767,2001-08-08,5.054
6768,2001-08-09,5.028
6769,2001-08-10,5.016
6771,2001-08-13,4.96
6772,2001-08-14,4.968
6773,2001-08-15,4.992
6774,2001-08-16,4.936
6775,2001-08-17,4.841
6777,2001-08-20,4.896
6778,2001-08-21,4.876
6779,2001-08-22,4.896
6780,2001-08-23,4.876
6781,2001-08-24,4.912
6783,2001-08-27,4.932
6784,2001-08-28,4.848
6785,2001-08-29,4.777
6786,2001-08-30,4.781
6787,2001-08-31,4.816
6790,2001-09-04,4.979
6791,2001-09-05,4.967
6792,2001-09-06,4.856
6793,2001-09-07,4.796
6795,2001-09-10,4.835
6801,2001-09-17,4.611
6802,2001-09-18,4.705
6803,2001-09-19,4.681
6804,2001-09-20,4.728
6805,2001-09-21,4.689
6807,2001-09-24,4.7
6808,2001-09-25,4.7
6809,2001-09-26,4.637
6810,2001-09-27,4.559
6811,2001-09-28,4.575
6813,2001-10-01,4.543
6814,2001-10-02,4.512
6815,2001-10-03,4.458
6816,2001-10-04,4.508
6817,2001-10-05,4.504
6819,2001-10-08,4.504
6820,2001-10-09,4.574
6821,2001-10-10,4.589
6822,2001-10-11,4.664
6823,2001-10-12,4.659
6825,2001-10-15,4.608
6826,2001-10-16,4.569
6827,2001-10-17,4.561
6828,2001-10-18,4.561
6829,2001-10-19,4.6
6831,2001-10-22,4.604
6832,2001-10-23,4.635
6833,2001-10-24,4.584
6834,2001-10-25,4.537
6835,2001-10-26,4.521
6837,2001-10-29,4.467
6838,2001-10-30,4.412
6839,2001-10-31,4.263
6840,2001-11-01,4.217
6841,2001-11-02,4.346
6843,2001-11-05,4.296
6844,2001-11-06,4.269
6845,2001-11-07,4.201
6846,2001-11-08,4.303
6847,2001-11-09,4.307
6849,2001-11-12,4.314
6850,2001-11-13,4.368
6851,2001-11-14,4.515
6852,2001-11-15,4.728
6853,2001-11-16,4.885
6855,2001-11-19,4.756
6856,2001-11-20,4.869
6857,2001-11-21,4.966
6859,2001-11-23,4.991
6861,2001-11-26,5.003
6862,2001-11-27,4.95
6863,2001-11-28,4.946
6864,2001-11-29,4.756
6865,2001-11-30,4.744
6867,2001-12-03,4.703
6868,2001-12-04,4.648
6869,2001-12-05,4.901
6870,2001-12-06,5.003
6871,2001-12-07,5.148
6873,2001-12-10,5.136
6874,2001-12-11,5.077
6875,2001-12-12,4.974
6876,2001-12-13,5.09
6877,2001-12-14,5.161
6879,2001-12-17,5.274
6880,2001-12-18,5.132
6881,2001-12-19,5.036
6882,2001-12-20,5.049
6883,2001-12-21,5.078
6885,2001-12-24,5.132
6887,2001-12-26,5.178
6888,2001-12-27,5.095
6889,2001-12-28,5.107
6891,2001-12-31,5.032
6893,2002-01-02,5.157
6894,2002-01-03,5.12
6895,2002-01-04,5.141
6897,2002-01-07,5.057
6898,2002-01-08,5.057
6899,2002-01-09,5.062
6900,2002-01-10,4.962
6901,2002-01-11,4.859
6903,2002-01-14,4.868
6904,2002-01-15,4.831
6905,2002-01-16,4.839
6906,2002-01-17,4.933
6907,2002-01-18,4.888
6910,2002-01-22,4.9
6911,2002-01-23,5.0
6912,2002-01-24,5.029
6913,2002-01-25,5.071
6915,2002-01-28,5.079
6916,2002-01-29,4.975
6917,2002-01-30,4.971
6918,2002-01-31,5.025
6919,2002-02-01,4.979
6921,2002-02-04,4.896
6922,2002-02-05,4.925
6923,2002-02-06,4.929
6924,2002-02-07,4.931
6925,2002-02-08,4.879
6927,2002-02-11,4.899
6928,2002-02-12,4.967
6929,2002-02-13,5.003
6930,2002-02-14,4.959
6931,2002-02-15,4.863
6934,2002-02-19,4.883
6935,2002-02-20,4.879
6936,2002-02-21,4.871
6937,2002-02-22,4.827
6939,2002-02-25,4.851
6940,2002-02-26,4.915
6941,2002-02-27,4.847
6942,2002-02-28,4.859
6943,2002-03-01,4.971
6945,2002-03-04,4.999
6946,2002-03-05,5.008
6947,2002-03-06,5.032
6948,2002-03-07,5.212
6949,2002-03-08,5.316
6951,2002-03-11,5.32
6952,2002-03-12,5.304
6953,2002-03-13,5.262
6954,2002-03-14,5.396
6955,2002-03-15,5.363
6957,2002-03-18,5.304
6958,2002-03-19,5.325
6959,2002-03-20,5.397
6960,2002-03-21,5.384
6961,2002-03-22,5.389
6963,2002-03-25,5.406
6964,2002-03-26,5.334
6965,2002-03-27,5.33
6966,2002-03-28,5.406
6969,2002-04-01,5.428
6970,2002-04-02,5.348
6971,2002-04-03,5.285
6972,2002-04-04,5.272
6973,2002-04-05,5.21
6975,2002-04-08,5.235
6976,2002-04-09,5.21
6977,2002-04-10,5.223
6978,2002-04-11,5.202
6979,2002-04-12,5.156
6981,2002-04-15,5.127
6982,2002-04-16,5.177
6983,2002-04-17,5.219
6984,2002-04-18,5.215
6985,2002-04-19,5.19
6987,2002-04-22,5.169
6988,2002-04-23,5.165
6989,2002-04-24,5.095
6990,2002-04-25,5.091
6991,2002-04-26,5.058
6993,2002-04-29,5.099
6994,2002-04-30,5.091
6995,2002-05-01,5.058
6996,2002-05-02,5.099
6997,2002-05-03,5.062
6999,2002-05-06,5.079
7000,2002-05-07,5.073
7001,2002-05-08,5.21
7002,2002-05-09,5.187
7003,2002-05-10,5.127
7005,2002-05-13,5.22
7006,2002-05-14,5.294
7007,2002-05-15,5.252
7008,2002-05-16,5.187
7009,2002-05-17,5.241
7011,2002-05-20,5.189
7012,2002-05-21,5.148
7013,2002-05-22,5.1
7014,2002-05-23,5.148
7015,2002-05-24,5.138
7018,2002-05-28,5.134
7019,2002-05-29,5.077
7020,2002-05-30,5.032
7021,2002-05-31,5.043
7023,2002-06-03,5.04
7024,2002-06-04,5.012
7025,2002-06-05,5.041
7026,2002-06-06,5.01
7027,2002-06-07,5.062
7029,2002-06-10,5.043
7030,2002-06-11,4.991
7031,2002-06-12,4.95
7032,2002-06-13,4.907
7033,2002-06-14,4.806
7035,2002-06-17,4.856
7036,2002-06-18,4.848
7037,2002-06-19,4.726
7038,2002-06-20,4.826
7039,2002-06-21,4.755
7041,2002-06-24,4.844
7042,2002-06-25,4.841
7043,2002-06-26,4.707
7044,2002-06-27,4.81
7045,2002-06-28,4.824
7047,2002-07-01,4.815
7048,2002-07-02,4.74
7049,2002-07-03,4.744
7051,2002-07-05,4.864
7053,2002-07-08,4.812
7054,2002-07-09,4.741
7055,2002-07-10,4.646
7056,2002-07-11,4.617
7057,2002-07-12,4.595
7059,2002-07-15,4.621
7060,2002-07-16,4.709
7061,2002-07-17,4.665
7062,2002-07-18,4.61
7063,2002-07-19,4.565
7065,2002-07-22,4.467
7066,2002-07-23,4.426
7067,2002-07-24,4.403
7068,2002-07-25,4.388
7069,2002-07-26,4.367
7071,2002-07-29,4.533
7072,2002-07-30,4.581
7073,2002-07-31,4.465
7074,2002-08-01,4.401
7075,2002-08-02,4.261
7077,2002-08-05,4.238
7078,2002-08-06,4.369
7079,2002-08-07,4.292
7080,2002-08-08,4.415
7081,2002-08-09,4.267
7083,2002-08-12,4.217
7084,2002-08-13,4.116
7085,2002-08-14,4.063
7086,2002-08-15,4.163
7087,2002-08-16,4.317
7089,2002-08-19,4.298
7090,2002-08-20,4.159
7091,2002-08-21,4.19
7092,2002-08-22,4.29
7093,2002-08-23,4.228
7095,2002-08-26,4.206
7096,2002-08-27,4.282
7097,2002-08-28,4.218
7098,2002-08-29,4.161
7099,2002-08-30,4.137
7102,2002-09-03,3.98
7103,2002-09-04,3.953
7104,2002-09-05,3.91
7105,2002-09-06,4.036
7107,2002-09-09,4.047
7108,2002-09-10,3.988
7109,2002-09-11,4.058
7110,2002-09-12,3.967
7111,2002-09-13,3.9
7113,2002-09-16,3.874
7114,2002-09-17,3.863
7115,2002-09-18,3.849
7116,2002-09-19,3.78
7117,2002-09-20,3.776
7119,2002-09-23,3.681
7120,2002-09-24,3.646
7121,2002-09-25,3.759
7122,2002-09-26,3.766
7123,2002-09-27,3.689
7125,2002-09-30,3.607
7126,2002-10-01,3.699
7127,2002-10-02,3.7
7128,2002-10-03,3.684
7129,2002-10-04,3.685
7131,2002-10-07,3.63
7132,2002-10-08,3.636
7133,2002-10-09,3.58
7134,2002-10-10,3.655
7135,2002-10-11,3.813
7137,2002-10-14,3.811
7138,2002-10-15,3.996
7139,2002-10-16,4.034
7140,2002-10-17,4.136
7141,2002-10-18,4.134
7143,2002-10-21,4.221
7144,2002-10-22,4.252
7145,2002-10-23,4.236
7146,2002-10-24,4.142
7147,2002-10-25,4.095
7149,2002-10-28,4.084
7150,2002-10-29,3.934
7151,2002-10-30,3.966
7152,2002-10-31,3.911
7153,2002-11-01,3.977
7155,2002-11-04,4.045
7156,2002-11-05,4.081
7157,2002-11-06,4.035
7158,2002-11-07,3.882
7159,2002-11-08,3.852
7161,2002-11-11,3.852
7162,2002-11-12,3.851
7163,2002-11-13,3.838
7164,2002-11-14,4.021
7165,2002-11-15,4.051
7167,2002-11-18,4.019
7168,2002-11-19,3.98
7169,2002-11-20,4.075
7170,2002-11-21,4.143
7171,2002-11-22,4.175
7173,2002-11-25,4.184
7174,2002-11-26,4.079
7175,2002-11-27,4.26
7177,2002-11-29,4.213
7179,2002-12-02,4.219
7180,2002-12-03,4.233
7181,2002-12-04,4.172
7182,2002-12-05,4.114
7183,2002-12-06,4.093
7185,2002-12-09,4.05
7186,2002-12-10,4.049
7187,2002-12-11,3.994
7188,2002-12-12,4.006
7189,2002-12-13,4.062
7191,2002-12-16,4.13
7192,2002-12-17,4.114
7193,2002-12-18,4.054
7194,2002-12-19,3.949
7195,2002-12-20,3.953
7197,2002-12-23,3.967
7198,2002-12-24,3.936
7200,2002-12-26,3.914
7201,2002-12-27,3.813
7203,2002-12-30,3.784
7204,2002-12-31,3.818
7206,2003-01-02,4.032
7207,2003-01-03,4.038
7209,2003-01-06,4.066
7210,2003-01-07,4.025
7211,2003-01-08,3.981
7212,2003-01-09,4.148
7213,2003-01-10,4.152
7215,2003-01-13,4.128
7216,2003-01-14,4.085
7217,2003-01-15,4.072
7218,2003-01-16,4.068
7219,2003-01-17,4.015
7222,2003-01-21,3.989
7223,2003-01-22,3.923
7224,2003-01-23,3.947
7225,2003-01-24,3.903
7227,2003-01-27,3.957
7228,2003-01-28,3.978
7229,2003-01-29,4.033
7230,2003-01-30,3.99
7231,2003-01-31,3.975
7233,2003-02-03,3.992
7234,2003-02-04,3.931
7235,2003-02-05,4.001
7236,2003-02-06,3.945
7237,2003-02-07,3.924
7239,2003-02-10,3.977
7240,2003-02-11,3.957
7241,2003-02-12,3.912
7242,2003-02-13,3.871
7243,2003-02-14,3.952
7246,2003-02-18,3.948
7247,2003-02-19,3.881
7248,2003-02-20,3.846
7249,2003-02-21,3.893
7251,2003-02-24,3.844
7252,2003-02-25,3.808
7253,2003-02-26,3.773
7254,2003-02-27,3.752
7255,2003-02-28,3.696
7257,2003-03-03,3.676
7258,2003-03-04,3.645
7259,2003-03-05,3.62
7260,2003-03-06,3.652
7261,2003-03-07,3.62
7263,2003-03-10,3.574
7264,2003-03-11,3.586
7265,2003-03-12,3.589
7266,2003-03-13,3.732
7267,2003-03-14,3.707
7269,2003-03-17,3.816
7270,2003-03-18,3.898
7271,2003-03-19,3.965
7272,2003-03-20,4.006
7273,2003-03-21,4.095
7275,2003-03-24,3.973
7276,2003-03-25,3.961
7277,2003-03-26,3.944
7278,2003-03-27,3.926
7279,2003-03-28,3.896
7281,2003-03-31,3.823
7282,2003-04-01,3.827
7283,2003-04-02,3.932
7284,2003-04-03,3.916
7285,2003-04-04,3.944
7287,2003-04-07,4.014
7288,2003-04-08,3.936
7289,2003-04-09,3.901
7290,2003-04-10,3.934
7291,2003-04-11,3.981
7293,2003-04-14,4.021
7294,2003-04-15,3.971
7295,2003-04-16,3.938
7296,2003-04-17,3.957
7299,2003-04-21,3.979
7300,2003-04-22,3.983
7301,2003-04-23,3.995
7302,2003-04-24,3.905
7303,2003-04-25,3.886
7305,2003-04-28,3.9
7306,2003-04-29,3.929
7307,2003-04-30,3.857
7308,2003-05-01,3.856
7309,2003-05-02,3.913
7311,2003-05-05,3.887
7312,2003-05-06,3.808
7313,2003-05-07,3.693
7314,2003-05-08,3.671
7315,2003-05-09,3.691
7317,2003-05-12,3.639
7318,2003-05-13,3.623
7319,2003-05-14,3.537
7320,2003-05-15,3.537
7321,2003-05-16,3.462
7323,2003-05-19,3.452
7324,2003-05-20,3.374
7325,2003-05-21,3.39
7326,2003-05-22,3.339
7327,2003-05-23,3.333
7330,2003-05-27,3.401
7331,2003-05-28,3.431
7332,2003-05-29,3.339
7333,2003-05-30,3.35
7335,2003-06-02,3.429
7336,2003-06-03,3.342
7337,2003-06-04,3.291
7338,2003-06-05,3.331
7339,2003-06-06,3.352
7341,2003-06-09,3.279
7342,2003-06-10,3.194
7343,2003-06-11,3.188
7344,2003-06-12,3.168
7345,2003-06-13,3.104
7347,2003-06-16,3.17
7348,2003-06-17,3.266
7349,2003-06-18,3.36
7350,2003-06-19,3.341
7351,2003-06-20,3.396
7353,2003-06-23,3.315
7354,2003-06-24,3.265
7355,2003-06-25,3.361
7356,2003-06-26,3.534
7357,2003-06-27,3.581
7359,2003-06-30,3.528
7360,2003-07-01,3.549
7361,2003-07-02,3.536
7362,2003-07-03,3.655
7365,2003-07-07,3.707
7366,2003-07-08,3.733
7367,2003-07-09,3.706
7368,2003-07-10,3.677
7369,2003-07-11,3.64
7371,2003-07-14,3.714
7372,2003-07-15,3.914
7373,2003-07-16,3.945
7374,2003-07-17,3.954
7375,2003-07-18,3.969
7377,2003-07-21,4.174
7378,2003-07-22,4.15
7379,2003-07-23,4.102
7380,2003-07-24,4.167
7381,2003-07-25,4.178
7383,2003-07-28,4.284
7384,2003-07-29,4.398
7385,2003-07-30,4.315
7386,2003-07-31,4.474
7387,2003-08-01,4.415
7389,2003-08-04,4.32
7390,2003-08-05,4.441
7391,2003-08-06,4.288
7392,2003-08-07,4.229
7393,2003-08-08,4.289
7395,2003-08-11,4.371
7396,2003-08-12,4.357
7397,2003-08-13,4.56
7398,2003-08-14,4.586
7399,2003-08-15,4.528
7401,2003-08-18,4.477
7402,2003-08-19,4.381
7403,2003-08-20,4.441
7404,2003-08-21,4.507
7405,2003-08-22,4.459
7407,2003-08-25,4.527
7408,2003-08-26,4.486
7409,2003-08-27,4.536
7410,2003-08-28,4.43
7411,2003-08-29,4.454
7414,2003-09-02,4.601
7415,2003-09-03,4.599
7416,2003-09-04,4.513
7417,2003-09-05,4.354
7419,2003-09-08,4.389
7420,2003-09-09,4.371
7421,2003-09-10,4.269
7422,2003-09-11,4.334
7423,2003-09-12,4.269
7425,2003-09-15,4.245
7426,2003-09-16,4.291
7427,2003-09-17,4.191
7428,2003-09-18,4.184
7429,2003-09-19,4.162
7431,2003-09-22,4.241
7432,2003-09-23,4.214
7433,2003-09-24,4.135
7434,2003-09-25,4.102
7435,2003-09-26,4.023
7437,2003-09-29,4.077
7438,2003-09-30,3.937
7439,2003-10-01,3.932
7440,2003-10-02,4.009
7441,2003-10-03,4.195
7443,2003-10-06,4.151
7444,2003-10-07,4.244
7445,2003-10-08,4.242
7446,2003-10-09,4.302
7447,2003-10-10,4.248
7449,2003-10-13,4.255
7450,2003-10-14,4.35
7451,2003-10-15,4.397
7452,2003-10-16,4.455
7453,2003-10-17,4.388
7455,2003-10-20,4.38
7456,2003-10-21,4.366
7457,2003-10-22,4.273
7458,2003-10-23,4.316
7459,2003-10-24,4.212
7461,2003-10-27,4.265
7462,2003-10-28,4.189
7463,2003-10-29,4.275
7464,2003-10-30,4.339
7465,2003-10-31,4.301
7467,2003-11-03,4.368
7468,2003-11-04,4.305
7469,2003-11-05,4.35
7470,2003-11-06,4.418
7471,2003-11-07,4.45
7473,2003-11-10,4.46
7475,2003-11-12,4.412
7476,2003-11-13,4.271
7477,2003-11-14,4.233
7479,2003-11-17,4.188
7480,2003-11-18,4.167
7481,2003-11-19,4.235
7482,2003-11-20,4.154
7483,2003-11-21,4.147
7485,2003-11-24,4.227
7486,2003-11-25,4.186
7487,2003-11-26,4.242
7489,2003-11-28,4.32
7491,2003-12-01,4.392
7492,2003-12-02,4.38
7493,2003-12-03,4.41
7494,2003-12-04,4.369
7495,2003-12-05,4.215
7497,2003-12-08,4.278
7498,2003-12-09,4.352
7499,2003-12-10,4.318
7500,2003-12-11,4.238
7501,2003-12-12,4.242
7503,2003-12-15,4.275
7504,2003-12-16,4.234
7505,2003-12-17,4.189
7506,2003-12-18,4.141
7507,2003-12-19,4.133
7509,2003-12-22,4.164
7510,2003-12-23,4.269
7511,2003-12-24,4.187
7513,2003-12-26,4.148
7515,2003-12-29,4.23
7516,2003-12-30,4.279
7517,2003-12-31,4.257
7519,2004-01-02,4.373
7521,2004-01-05,4.387
7522,2004-01-06,4.277
7523,2004-01-07,4.246
7524,2004-01-08,4.249
7525,2004-01-09,4.086
7527,2004-01-12,4.083
7528,2004-01-13,4.028
7529,2004-01-14,3.986
7530,2004-01-15,3.971
7531,2004-01-16,4.014
7534,2004-01-20,4.057
7535,2004-01-21,4.037
7536,2004-01-22,3.969
7537,2004-01-23,4.066
7539,2004-01-26,4.14
7540,2004-01-27,4.087
7541,2004-01-28,4.195
7542,2004-01-29,4.197
7543,2004-01-30,4.138
7545,2004-02-02,4.151
7546,2004-02-03,4.1
7547,2004-02-04,4.124
7548,2004-02-05,4.174
7549,2004-02-06,4.089
7551,2004-02-09,4.065
7552,2004-02-10,4.102
7553,2004-02-11,4.021
7554,2004-02-12,4.058
7555,2004-02-13,4.048
7558,2004-02-17,4.048
7559,2004-02-18,4.049
7560,2004-02-19,4.052
7561,2004-02-20,4.098
7563,2004-02-23,4.05
7564,2004-02-24,4.029
7565,2004-02-25,4.015
7566,2004-02-26,4.046
7567,2004-02-27,3.984
7569,2004-03-01,3.992
7570,2004-03-02,4.046
7571,2004-03-03,4.06
7572,2004-03-04,4.029
7573,2004-03-05,3.831
7575,2004-03-08,3.776
7576,2004-03-09,3.719
7577,2004-03-10,3.735
7578,2004-03-11,3.747
7579,2004-03-12,3.76
7581,2004-03-15,3.768
7582,2004-03-16,3.688
7583,2004-03-17,3.683
7584,2004-03-18,3.749
7585,2004-03-19,3.788
7587,2004-03-22,3.724
7588,2004-03-23,3.711
7589,2004-03-24,3.714
7590,2004-03-25,3.739
7591,2004-03-26,3.843
7593,2004-03-29,3.89
7594,2004-03-30,3.902
7595,2004-03-31,3.837
7596,2004-04-01,3.898
7597,2004-04-02,4.14
7599,2004-04-05,4.22
7600,2004-04-06,4.171
7601,2004-04-07,4.167
7602,2004-04-08,4.197
7605,2004-04-12,4.23
7606,2004-04-13,4.34
7607,2004-04-14,4.382
7608,2004-04-15,4.405
7609,2004-04-16,4.352
7611,2004-04-19,4.372
7612,2004-04-20,4.415
7613,2004-04-21,4.423
7614,2004-04-22,4.371
7615,2004-04-23,4.452
7617,2004-04-26,4.433
7618,2004-04-27,4.404
7619,2004-04-28,4.467
7620,2004-04-29,4.54
7621,2004-04-30,4.501
7623,2004-05-03,4.501
7624,2004-05-04,4.543
7625,2004-05-05,4.571
7626,2004-05-06,4.602
7627,2004-05-07,4.766
7629,2004-05-10,4.781
7630,2004-05-11,4.768
7631,2004-05-12,4.797
7632,2004-05-13,4.851
7633,2004-05-14,4.788
7635,2004-05-17,4.699
7636,2004-05-18,4.736
7637,2004-05-19,4.794
7638,2004-05-20,4.718
7639,2004-05-21,4.764
7641,2004-05-24,4.74
7642,2004-05-25,4.724
7643,2004-05-26,4.671
7644,2004-05-27,4.588
7645,2004-05-28,4.655
7648,2004-06-01,4.704
7649,2004-06-02,4.73
7650,2004-06-03,4.712
7651,2004-06-04,4.774
7653,2004-06-07,4.765
7654,2004-06-08,4.771
7655,2004-06-09,4.812
7656,2004-06-10,4.791
7659,2004-06-14,4.87
7660,2004-06-15,4.686
7661,2004-06-16,4.732
7662,2004-06-17,4.692
7663,2004-06-18,4.71
7665,2004-06-21,4.69
7666,2004-06-22,4.704
7667,2004-06-23,4.698
7668,2004-06-24,4.646
7669,2004-06-25,4.645
7671,2004-06-28,4.739
7672,2004-06-29,4.695
7673,2004-06-30,4.617
7674,2004-07-01,4.564
7675,2004-07-02,4.458
7678,2004-07-06,4.48
7679,2004-07-07,4.472
7680,2004-07-08,4.47
7681,2004-07-09,4.466
7683,2004-07-12,4.443
7684,2004-07-13,4.479
7685,2004-07-14,4.484
7686,2004-07-15,4.485
7687,2004-07-16,4.361
7689,2004-07-19,4.361
7690,2004-07-20,4.448
7691,2004-07-21,4.487
7692,2004-07-22,4.462
7693,2004-07-23,4.432
7695,2004-07-26,4.475
7696,2004-07-27,4.595
7697,2004-07-28,4.585
7698,2004-07-29,4.573
7699,2004-07-30,4.475
7701,2004-08-02,4.455
7702,2004-08-03,4.422
7703,2004-08-04,4.429
7704,2004-08-05,4.4
7705,2004-08-06,4.219
7707,2004-08-09,4.244
7708,2004-08-10,4.287
7709,2004-08-11,4.275
7710,2004-08-12,4.25
7711,2004-08-13,4.213
7713,2004-08-16,4.258
7714,2004-08-17,4.206
7715,2004-08-18,4.227
7716,2004-08-19,4.211
7717,2004-08-20,4.231
7719,2004-08-23,4.279
7720,2004-08-24,4.283
7721,2004-08-25,4.261
7722,2004-08-26,4.227
7723,2004-08-27,4.227
7725,2004-08-30,4.188
7726,2004-08-31,4.132
7727,2004-09-01,4.123
7728,2004-09-02,4.194
7729,2004-09-03,4.293
7732,2004-09-07,4.246
7733,2004-09-08,4.163
7734,2004-09-09,4.199
7735,2004-09-10,4.18
7737,2004-09-13,4.151
7738,2004-09-14,4.133
7739,2004-09-15,4.17
7740,2004-09-16,4.069
7741,2004-09-17,4.127
7743,2004-09-20,4.058
7744,2004-09-21,4.037
7745,2004-09-22,3.989
7746,2004-09-23,4.028
7747,2004-09-24,4.031
7749,2004-09-27,3.997
7750,2004-09-28,4.012
7751,2004-09-29,4.09
7752,2004-09-30,4.119
7753,2004-10-01,4.191
7755,2004-10-04,4.173
7756,2004-10-05,4.173
7757,2004-10-06,4.224
7758,2004-10-07,4.244
7759,2004-10-08,4.133
7761,2004-10-11,4.133
7762,2004-10-12,4.102
7763,2004-10-13,4.078
7764,2004-10-14,4.015
7765,2004-10-15,4.053
7767,2004-10-18,4.053
7768,2004-10-19,4.038
7769,2004-10-20,3.991
7770,2004-10-21,3.997
7771,2004-10-22,3.984
7773,2004-10-25,3.971
7774,2004-10-26,3.989
7775,2004-10-27,4.088
7776,2004-10-28,4.08
7777,2004-10-29,4.029
7779,2004-11-01,4.09
7780,2004-11-02,4.075
7781,2004-11-03,4.07
7782,2004-11-04,4.068
7783,2004-11-05,4.186
7785,2004-11-08,4.215
7786,2004-11-09,4.218
7787,2004-11-10,4.253
7788,2004-11-11,4.253
7789,2004-11-12,4.198
7791,2004-11-15,4.19
7792,2004-11-16,4.208
7793,2004-11-17,4.144
7794,2004-11-18,4.117
7795,2004-11-19,4.196
7797,2004-11-22,4.165
7798,2004-11-23,4.184
7799,2004-11-24,4.195
7803,2004-11-29,4.33
7804,2004-11-30,4.358
7805,2004-12-01,4.375
7806,2004-12-02,4.397
7807,2004-12-03,4.27
7809,2004-12-06,4.24
7810,2004-12-07,4.227
7811,2004-12-08,4.134
7812,2004-12-09,4.161
7813,2004-12-10,4.156
7815,2004-12-13,4.151
7816,2004-12-14,4.132
